project,bug_id,revision,test_id,label,granularity,test_runtime_seconds,coverage_ratio,covered_line_count,changed_line_coverage_ratio,executed_file_count,executed_function_count,changed_file_coverage_ratio,meta_test_command,meta_single_test_target,meta_test_returncode,meta_coverage_returncode,meta_workspace
youtube-dl,23,fixed,test_js_to_json_edgecases,0,test,0.001,0.2707771419928915,10742.0,0.0,456.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_edgecases,test.test_utils.TestUtil.test_js_to_json_edgecases,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_23_fixed
youtube-dl,23,buggy,test_js_to_json_edgecases,1,test,0.013,0.2704242393688084,10728.0,0.0,456.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_edgecases,test.test_utils.TestUtil.test_js_to_json_edgecases,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_23_buggy
youtube-dl,24,fixed,test_match_filter,0,test,0.184,0.283136985577685,10719.0,0.0,448.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestYoutubeDL.test_match_filter,test.test_YoutubeDL.TestYoutubeDL.test_match_filter,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_24_fixed
youtube-dl,24,buggy,test_match_filter,1,test,,,,,,,,python -m unittest -q test.test_YoutubeDL.TestYoutubeDL.test_match_filter,test.test_YoutubeDL.TestYoutubeDL.test_match_filter,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_24_buggy
youtube-dl,25,fixed,test_js_to_json_realworld,0,test,0.002,0.2722490135905304,9936.0,0.0,439.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_realworld,test.test_utils.TestUtil.test_js_to_json_realworld,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_25_fixed
youtube-dl,25,buggy,test_js_to_json_realworld,1,test,0.018,0.2723038141166155,9938.0,0.0,439.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_realworld,test.test_utils.TestUtil.test_js_to_json_realworld,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_25_buggy
youtube-dl,26,fixed,test_js_to_json_realworld,0,test,0.002,0.2725313873646106,9486.0,0.0,422.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_realworld,test.test_utils.TestUtil.test_js_to_json_realworld,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_26_fixed
youtube-dl,26,buggy,test_js_to_json_realworld,1,test,0.01,0.2725888470709914,9488.0,0.0,422.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_realworld,test.test_utils.TestUtil.test_js_to_json_realworld,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_26_buggy
youtube-dl,32,fixed,test_strip_jsonp,0,test,,,,,,,,python -m unittest -q test.test_utils.TestUtil.test_strip_jsonp,test.test_utils.TestUtil.test_strip_jsonp,127,127,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_32_fixed
youtube-dl,32,buggy,test_strip_jsonp,1,test,,,,,,,,python -m unittest -q test.test_utils.TestUtil.test_strip_jsonp,test.test_utils.TestUtil.test_strip_jsonp,127,127,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_32_buggy
youtube-dl,33,fixed,test_parse_iso8601,0,test,,,,,,,,python -m unittest -q test.test_utils.TestUtil.test_parse_iso8601,test.test_utils.TestUtil.test_parse_iso8601,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_33_fixed
youtube-dl,33,buggy,test_parse_iso8601,1,test,0.013,0.2787260616153205,5356.0,0.8181818181818182,298.0,0.0,0.5,python -m unittest -q test.test_utils.TestUtil.test_parse_iso8601,test.test_utils.TestUtil.test_parse_iso8601,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_33_buggy
youtube-dl,37,fixed,test_uppercase_escpae,0,test,,,,,,,,python -m unittest -q test.test_utils.TestUtil.test_uppercase_escpae,test.test_utils.TestUtil.test_uppercase_escpae,127,127,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_37_fixed
youtube-dl,37,buggy,test_uppercase_escpae,1,test,,,,,,,,python -m unittest -q test.test_utils.TestUtil.test_uppercase_escpae,test.test_utils.TestUtil.test_uppercase_escpae,127,127,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_37_buggy
youtube-dl,39,fixed,test_limit_length,0,test,,,,,,,,python -m unittest -q test.test_utils.TestUtil.test_limit_length,test.test_utils.TestUtil.test_limit_length,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_39_fixed
youtube-dl,39,buggy,test_limit_length,1,test,,,,,,,,python -m unittest -q test.test_utils.TestUtil.test_limit_length,test.test_utils.TestUtil.test_limit_length,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_39_buggy
youtube-dl,41,fixed,test_unified_dates,0,test,0.004,0.2608110381961972,3100.0,0.0,164.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_unified_dates,test.test_utils.TestUtil.test_unified_dates,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_41_fixed
youtube-dl,41,buggy,test_unified_dates,1,test,0.021,0.2609793033821302,3102.0,0.0,164.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_unified_dates,test.test_utils.TestUtil.test_unified_dates,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_41_buggy
youtube-dl,42,fixed,test_fix_xml_ampersands,0,test,0.0,0.2538335158817086,2781.0,0.7142857142857143,144.0,0.0,0.5,python -m unittest -q test.test_utils.TestUtil.test_fix_xml_ampersands,test.test_utils.TestUtil.test_fix_xml_ampersands,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_42_fixed
youtube-dl,42,buggy,test_fix_xml_ampersands,1,test,,,,,,,,python -m unittest -q test.test_utils.TestUtil.test_fix_xml_ampersands,test.test_utils.TestUtil.test_fix_xml_ampersands,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_42_buggy
